2016-11-16,"29,28"
2016-11-17,"28,79"
2016-11-18,"28,74"
2016-11-21,"28,7"
2016-11-22,"28,79"
2016-11-23,"28,81"
2016-11-25,"28,54"
2016-11-28,"28,6"
2016-11-29,"28,495"
2016-11-30,"29,22"
2016-12-01,"29,5"
2016-12-02,"29,66"
2016-12-05,"29,4"
2016-12-06,"29,35"
2016-12-07,"29,53"
2016-12-08,"29,98"
2016-12-09,"28,61"
2016-12-12,"27,42"
2016-12-13,"27,7"
2016-12-14,"26,75"
2016-12-15,"26,77"
2016-12-16,"26,85"
2016-12-19,"26,72"
2016-12-20,"26,82"
2016-12-21,"26,8"
2016-12-22,"27,19"
2016-12-23,"26,65"
2016-12-27,"26,41"
2016-12-28,"26,57"
2016-12-29,"26,77"
2016-12-30,"26,64"
2017-01-03,"26,44"
2017-01-04,"26,5"
2017-01-05,"26,63"
2017-01-06,"26,79"
2017-01-09,"26,49"
2017-01-10,"26,62"
2017-01-11,"26,46"
2017-01-12,"26,41"
2017-01-13,"26,47"
2017-01-17,"26,49"
2017-01-18,"26,61"
2017-01-19,"26,34"
2017-01-20,"26,58"
2017-01-23,"26,58"
2017-01-24,"26,55"
2017-01-25,"25,91"
2017-01-26,"26,455"
2017-01-27,"26,8"
2017-01-30,"26,8"
2017-01-31,"26,78"
2017-02-01,"26,755"
2017-02-02,"26,73"
2017-02-03,"26,74"
2017-02-06,"26,69"
2017-02-07,"26,95"
2017-02-08,"26,95"
2017-02-09,"26,86"
2017-02-10,"26,91"
2017-02-13,"26,8"
2017-02-14,"26,78"
2017-02-15,"26,83"
2017-02-16,"26,85"
2017-02-17,"26,75"
2017-02-21,"26,77"
2017-02-22,"26,9"
2017-02-23,"27,1"
2017-02-24,"26,95"
2017-02-27,"26,85"
2017-02-28,"26,6"
2017-03-01,"26,5"
2017-03-02,"26,28"
2017-03-03,"26,4"
2017-03-06,"26,45"
2017-03-07,"26,45"
2017-03-08,"26,41"
2017-03-09,"26,45"
2017-03-10,"26,55"
2017-03-13,"26,37"
2017-03-14,"26,15"
2017-03-15,"26,08"
2017-03-16,"26,18"
2017-03-17,"25,92"
2017-03-20,"25,85"
2017-03-21,"26,115"
2017-03-22,"26,31"
2017-03-23,"26,43"
2017-03-24,"26,375"
2017-03-27,"25,89"
2017-03-28,"25,92"
2017-03-29,"25,89"
2017-03-30,"26,25"
2017-03-31,"26,32"
2017-04-03,"26,12"
2017-04-04,"26,19"
2017-04-05,"26,12"
2017-04-06,"26,4"
2017-04-07,"26,3999"
2017-04-10,"26,71"
2017-04-11,"26,99"
2017-04-12,"27,15"
2017-04-13,"27,29"
2017-04-17,"27,25"
2017-04-18,"27,15"
2017-04-19,"27,39"
2017-04-20,"27,42"
2017-04-21,"27,54"
2017-04-24,"27,63"
2017-04-25,"27,39"
2017-04-26,"27,1599"
2017-04-27,"27,24"
2017-04-28,"26,9"
2017-05-01,"27,11"
2017-05-02,"27,13"
2017-05-03,"27,44"
2017-05-04,"27,5"
2017-05-05,"27,25"
2017-05-08,"27,19"
2017-05-09,"26,81"
2017-05-10,"26,52"
2017-05-11,"26,4399"
2017-05-12,"26,17"
2017-05-15,"26,13"
2017-05-16,"25,98"
2017-05-17,"25,95"
2017-05-18,"26,19"
2017-05-19,"26,26"
2017-05-22,"26,56"
2017-05-23,"26,79"
2017-05-24,"27,065"
2017-05-25,"27,2"
2017-05-26,"26,74"
2017-05-30,"26,59"
2017-05-31,"26,68"
2017-06-01,"26,59"
2017-06-02,"26,45"
2017-06-05,"26,5"
2017-06-06,"26,43"
2017-06-07,"26,3"
2017-06-08,"26,2"
2017-06-09,"26,5"
2017-06-12,"27,39"
2017-06-13,27
2017-06-14,"26,89"
2017-06-15,"26,78"
2017-06-16,"26,5"
2017-06-19,"26,53"
2017-06-20,"26,5"
2017-06-21,"26,655"
2017-06-22,"26,74"
2017-06-23,"26,56"
2017-06-26,"26,75"
2017-06-27,"27,08"
2017-06-28,"26,461"
2017-06-29,"25,92"
2017-06-30,"26,1"
2017-07-03,"25,88"
2017-07-05,"25,94"
2017-07-06,"26,31"
2017-07-07,"26,25"
2017-07-10,"26,92"
2017-07-11,"27,06"
2017-07-12,"26,91"
2017-07-13,"26,94"
2017-07-14,27
2017-07-17,"27,2"
2017-07-18,"26,66"
2017-07-19,"25,88"
2017-07-20,"26,58"
2017-07-21,"26,8"
2017-07-24,"26,7"
2017-07-25,"26,72"
2017-07-26,"26,74"
2017-07-27,"26,75"
2017-07-28,"26,8"
2017-07-31,"26,8"
2017-08-01,26
2017-08-02,"25,89"
2017-08-03,"25,39"
2017-08-04,"25,24"
2017-08-07,"25,32"
2017-08-08,"26,38"
2017-08-09,"26,66"
2017-08-10,"26,5799"
2017-08-11,"26,55"
2017-08-14,"26,95"
2017-08-15,"25,95"
2017-08-16,"25,63"
2017-08-17,"25,23"
2017-08-18,"25,44"
2017-08-21,"25,4675"
2017-08-22,"25,6"
2017-08-23,"25,62"
2017-08-24,"25,73"
2017-08-25,"25,6"
2017-08-28,"25,64"
2017-08-29,26
2017-08-30,"25,95"
2017-08-31,"25,75"
2017-09-01,"25,8"
2017-09-05,"25,23"
2017-09-06,"25,43"
2017-09-07,"25,5"
2017-09-08,"25,39"
2017-09-11,"24,38"
2017-09-12,"25,05"
2017-09-13,"24,41"
2017-09-14,"25,08"
2017-09-15,"24,96"
2017-09-18,"24,45"
2017-09-19,"25,54"
2017-09-20,"25,97"
2017-09-21,"24,51"
2017-09-22,"24,29"
2017-09-25,"23,47"
2017-09-26,"23,6"
2017-09-27,"24,01"
2017-09-28,"24,12"
2017-09-29,"23,6"
2017-10-02,"23,27"
2017-10-03,"23,04"
2017-10-04,"23,155"
2017-10-05,"23,42"
2017-10-06,"23,28"
2017-10-09,"23,75"
2017-10-10,"23,4"
2017-10-11,"44,26"
